"","SRR10025177","SRR10025178","SRR10025179","SRR9119213","SRR9119214","SRR9119215","SRR7050693","SRR7050694","SRR7050695","SRR15809339","SRR15809340","SRR13640879","SRR13640881","SRR13640883","SRR6292438","SRR6292439"
"ENSMUSG00000024831.15",662,591,385,114,99,82,179,185,160,136,283,151,97,102,128,76
"ENSMUSG00000024829.13",453,587,630,318,403,298,454,456,498,199,169,284,503,419,443,205
"ENSMUSG00000024900.6",15035,18693,38118,9168,7360,7541,14141,22179,17499,4297,5098,5547,5113,8043,16031,8982
"ENSMUSG00000024905.16",99,97,69,14,22,7,30,49,49,27,44,19,6,17,54,17
"ENSMUSG00000024907.8",14,9,9,0,0,0,1,0,2,0,0,0,0,0,0,1
"ENSMUSG00000024908.16",5886,6120,11149,1492,1236,1433,3310,3390,3492,916,1448,1121,1597,1634,1022,579
"ENSMUSG00000024913.17",7739,7656,4574,1952,1327,1768,2747,2374,3580,810,1329,1530,1692,1272,4098,1076
"ENSMUSG00000035372.3",462,993,1049,812,524,258,716,1385,841,363,991,821,639,470,1667,300
"ENSMUSG00000045098.20",3755,3880,6376,655,449,508,1176,1460,1513,936,1628,351,434,437,360,307
"ENSMUSG00000024843.16",6909,5267,9220,701,406,1410,969,596,3111,2615,8769,471,678,412,914,365
"ENSMUSG00000001750.17",3671,3365,1630,1294,1151,885,2428,1857,2112,2214,3165,1371,1491,2280,1752,856
"ENSMUSG00000059734.8",2294,2384,2695,1515,1926,1312,2212,1722,2031,1284,1139,1742,1958,2086,1003,1156
"ENSMUSG00000024885.10",207,200,249,64,39,28,159,106,137,64,66,41,93,384,104,33
"ENSMUSG00000036908.18",2466,2393,2322,1239,1014,848,2647,2243,2670,880,1295,1026,1120,2793,1440,528
"ENSMUSG00000037263.14",772,734,1165,101,87,69,219,339,353,658,1121,370,374,368,29,66
"ENSMUSG00000075296.6",116,120,112,7,3,6,46,63,44,92,177,28,40,31,2,7
"ENSMUSG00000024866.11",3178,3545,2095,1995,2585,1931,4858,4934,3572,948,817,1888,1805,2068,2343,1801
"ENSMUSG00000037477.9",5,8,4,1,1,0,0,0,2,0,0,0,0,2,0,0
"ENSMUSG00000110949.2",3,9,0,2,2,0,2,1,3,1,5,3,4,15,0,0
"ENSMUSG00000024869.11",154,173,86,13,17,9,71,47,72,62,140,10,34,28,6,8
"ENSMUSG00000024871.12",103,91,85,40,14,10,35,25,36,88,165,33,23,49,15,10
"ENSMUSG00000037916.15",4582,5429,5467,3633,4632,3077,4762,4395,4747,889,1036,2475,2827,3149,5061,2322
"ENSMUSG00000060803.7",7402,6426,4901,5044,5432,3805,9376,7349,7171,3069,2561,4078,4705,7473,3062,2557
"ENSMUSG00000038155.12",3185,2969,1049,2218,2592,1398,7387,5677,5548,1484,1141,1319,1223,2178,1687,1045
"ENSMUSG00000058216.14",1007,1138,991,727,892,379,2297,1789,1728,426,555,1215,1014,615,306,195
"ENSMUSG00000024857.17",4,12,8,1,4,4,1,4,1,3,0,0,13,0,0,0
"ENSMUSG00000024856.11",1134,1299,652,912,932,758,1076,966,948,518,792,1130,1365,1286,1191,460
"ENSMUSG00000024851.15",835,795,585,178,95,67,289,231,315,277,518,111,152,566,331,118
"ENSMUSG00000024847.16",511,561,663,522,498,395,645,571,616,331,390,503,644,771,994,494
"ENSMUSG00000024845.20",1173,1422,1038,931,1213,889,1464,1623,1455,701,695,762,703,1126,1234,1255
"ENSMUSG00000024842.9",32,26,57,7,3,1,15,15,16,5,13,2,10,22,0,7
"ENSMUSG00000044724.10",4,5,14,1,0,0,1,2,0,2,0,0,0,6,0,1
"ENSMUSG00000024835.16",1893,2014,2950,1296,1186,1112,1845,1861,1902,480,829,1161,1294,2613,1844,1374
"ENSMUSG00000045826.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024830.18",1291,1433,697,402,377,236,944,894,958,681,1223,254,363,456,631,309
"ENSMUSG00000075289.6",89,110,69,43,32,29,61,47,94,49,61,18,16,30,19,28
"ENSMUSG00000040247.7",99,107,320,27,13,7,34,24,35,41,64,6,32,91,3,2
"ENSMUSG00000040385.8",2135,2679,2439,3346,3101,3170,4420,4195,5154,564,663,2833,3223,3298,3255,1596
"ENSMUSG00000024824.8",285,293,166,69,67,82,153,107,231,110,243,93,59,134,130,34
"ENSMUSG00000040663.10",252,209,170,18,13,8,116,97,111,212,411,56,58,83,25,17
"ENSMUSG00000117873.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024854.5",416,457,350,335,340,259,622,539,541,264,321,268,282,475,126,59
"ENSMUSG00000034616.18",1246,1287,910,337,229,276,774,711,853,404,836,399,415,579,351,324
"ENSMUSG00000005986.17",127,116,103,14,0,8,33,20,20,22,55,23,21,40,7,9
"ENSMUSG00000024858.15",2733,2836,2578,1083,752,704,1473,1275,1853,755,1222,827,870,1749,966,533
"ENSMUSG00000054611.18",7394,7518,9244,1300,880,1246,3880,3903,3798,1087,1875,790,1053,1204,671,508
"ENSMUSG00000041845.12",633,702,768,476,435,438,607,544,998,271,383,428,451,516,694,272
"ENSMUSG00000049303.11",259,235,150,36,19,15,73,60,69,40,58,47,86,24,71,9
"ENSMUSG00000042041.8",268,470,888,267,436,231,298,394,347,232,184,363,544,395,1251,184
"ENSMUSG00000024892.18",20869,28422,34163,13836,12868,12185,15891,15967,13213,2741,4172,9544,11889,10893,25602,13175
"ENSMUSG00000045045.8",1203,1829,441,45,19,20,100,162,57,87,203,30,51,36,142,32
"ENSMUSG00000024889.6",604,529,564,251,264,225,309,321,359,146,255,207,250,237,325,159
"ENSMUSG00000071691.12",90,64,91,16,12,12,14,21,21,14,34,10,14,6,5,7
"ENSMUSG00000067889.8",12307,13655,11274,2773,2260,1946,3985,4245,3427,1389,2197,1544,1229,1837,2868,1645
"ENSMUSG00000096370.9",260,280,303,6,6,5,29,52,54,42,63,1,20,16,3,7
"ENSMUSG00000033760.18",2490,2466,4784,312,329,252,1082,1187,1199,607,985,358,345,379,267,192
"ENSMUSG00000094936.9",557,486,1682,14,20,11,51,64,46,51,70,11,19,27,8,7
"ENSMUSG00000006456.11",1744,1701,1292,197,206,195,578,657,539,263,239,207,333,260,183,87
"ENSMUSG00000034108.7",7008,7683,8396,3760,3766,3079,5692,5981,6025,2764,2641,3672,3876,3348,4462,2116
"ENSMUSG00000067872.3",3,3,3,0,1,1,1,0,0,2,4,0,1,0,0,0
"ENSMUSG00000083282.4",948,905,882,582,732,510,1173,1114,1125,333,504,425,495,625,559,358
"ENSMUSG00000006457.5",6,12,17,1,4,2,0,7,5,3,7,0,0,0,2,0
"ENSMUSG00000006463.14",165,181,202,87,75,54,201,177,190,107,129,99,83,103,35,30
"ENSMUSG00000006464.10",156,146,184,56,44,43,90,101,68,53,107,38,31,31,65,33
"ENSMUSG00000063904.5",2598,2918,2587,1346,1394,1428,2078,1982,1968,454,773,1397,1525,1419,1872,871
"ENSMUSG00000024901.16",181,179,194,40,59,47,91,96,116,76,63,63,42,91,96,61
"ENSMUSG00000024902.6",616,664,962,567,664,531,1006,928,838,212,224,501,619,500,638,309
"ENSMUSG00000045903.10",1,5,6,2,0,0,0,1,3,0,0,13,1,2,0,0
"ENSMUSG00000024891.7",57,74,22,19,18,18,33,48,38,56,50,4,13,15,55,8
"ENSMUSG00000047379.8",10,5,9,0,0,2,4,2,2,2,1,0,3,2,0,0
"ENSMUSG00000117789.2",7,9,2,0,1,1,1,0,0,2,4,6,5,0,2,0
"ENSMUSG00000080268.5",19,19,21,0,0,1,3,2,2,12,11,0,6,3,7,0
"ENSMUSG00000024883.9",79,71,34,4,2,1,15,16,20,11,6,1,2,14,6,2
"ENSMUSG00000056481.8",49,49,30,34,18,17,27,21,60,6,4,12,5,17,11,6
"ENSMUSG00000061451.14",10,15,4,14,15,6,23,22,14,2,19,11,0,9,5,11
"ENSMUSG00000024875.6",1102,1343,1056,1489,1428,985,2138,2095,1859,324,316,1386,1632,1358,1956,883
"ENSMUSG00000024873.8",164,199,108,6,6,5,4,7,10,13,23,0,1,1,25,2
"ENSMUSG00000024870.7",3202,3598,3719,3159,2981,2530,5098,4931,4682,1057,968,2648,2562,3390,2865,1499
"ENSMUSG00000024862.17",602,649,291,221,189,128,260,214,319,275,369,144,171,159,310,172
"ENSMUSG00000024855.11",478,453,522,229,108,77,365,237,351,107,101,122,106,206,106,75
"ENSMUSG00000024853.11",6865,7466,9456,2728,2551,2241,4949,4609,4342,1076,1436,1820,2221,2399,1363,1062
"ENSMUSG00000047658.7",0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0
"ENSMUSG00000038498.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024846.7",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024844.16",669,699,515,711,770,536,1094,1268,1173,384,347,629,670,669,440,307
"ENSMUSG00000024841.9",545,609,1042,413,405,366,586,594,630,190,231,378,548,433,405,258
"ENSMUSG00000039148.6",2965,3290,2205,696,782,576,1173,1093,1290,728,1107,538,512,632,1286,558
"ENSMUSG00000039330.6",36,26,18,0,0,1,0,0,0,3,1,2,0,3,0,0
"ENSMUSG00000024914.17",1648,1904,1709,1182,1474,831,3122,2442,2543,721,799,652,598,850,1682,769
"ENSMUSG00000047423.11",585,653,410,426,392,313,746,651,841,289,377,322,302,327,737,334
"ENSMUSG00000024912.7",2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000095098.3",405,396,368,284,311,182,305,286,264,194,169,195,161,312,184,87
"ENSMUSG00000024911.8",975,929,616,579,628,293,899,819,903,366,678,355,331,528,767,429
"ENSMUSG00000024910.6",238,255,241,59,33,12,63,39,91,61,79,66,41,144,22,5
"ENSMUSG00000024909.16",236,252,142,126,66,71,162,170,147,77,77,96,36,98,82,36
"ENSMUSG00000024906.11",886,858,625,205,222,200,298,254,288,273,367,187,200,205,198,191
"ENSMUSG00000056201.9",4514,5319,6233,3429,3427,2483,7465,7262,7632,2332,1922,3017,3657,5035,1063,1474
"ENSMUSG00000056185.6",491,571,322,70,95,69,303,237,258,229,394,108,130,115,46,64
"ENSMUSG00000100937.2",122,112,97,2,4,2,12,20,5,13,38,0,1,3,6,7
"ENSMUSG00000024922.3",5,9,8,0,0,1,0,1,1,0,1,0,0,4,1,0
"ENSMUSG00000049562.7",370,326,230,49,84,78,92,90,82,51,54,74,47,125,80,38
"ENSMUSG00000024925.12",859,826,807,479,556,408,650,533,634,938,857,437,457,584,1233,535
"ENSMUSG00000024926.11",932,998,797,262,218,173,577,481,518,234,383,257,327,307,491,266
"ENSMUSG00000024927.9",2240,2470,1265,1355,1194,1163,1902,1954,2159,600,1034,830,861,981,1782,930
"ENSMUSG00000056917.14",1561,1598,851,366,196,215,769,612,776,445,732,238,310,623,441,149
"ENSMUSG00000054874.13",3954,4354,1637,923,778,824,1396,1335,1308,1031,1716,838,786,965,1453,680
"ENSMUSG00000004054.10",2592,2816,1345,853,808,836,1216,1411,1737,541,921,727,715,898,1994,678
"ENSMUSG00000024936.9",23,33,29,1,0,0,0,0,2,0,0,0,3,2,0,2
"ENSMUSG00000024937.16",2706,2857,1631,610,318,220,642,588,768,363,623,413,466,1036,586,254
"ENSMUSG00000024939.7",2,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0
"ENSMUSG00000118125.2",42,24,18,6,13,7,22,31,24,19,21,16,31,28,11,11
"ENSMUSG00000079478.10",18,19,14,7,1,0,3,5,3,11,15,0,0,3,8,3
"ENSMUSG00000024940.12",353,355,302,68,55,34,118,177,138,166,226,40,41,92,56,47
"ENSMUSG00000024941.10",2056,2250,2296,907,845,656,1568,1501,1483,562,780,842,1066,1001,1335,652
"ENSMUSG00000024816.13",1056,1386,719,620,506,407,596,505,521,272,327,555,711,528,708,197
"ENSMUSG00000024818.16",1392,1412,1164,628,586,664,1161,1054,1060,664,678,793,1185,825,572,315
"ENSMUSG00000044390.6",38,39,31,4,1,2,0,12,7,12,18,0,0,5,0,1
"ENSMUSG00000024826.16",1515,1691,1407,622,496,583,1250,1264,1384,499,918,541,665,675,821,319
"ENSMUSG00000045664.6",296,320,352,106,79,82,178,174,221,32,28,94,91,144,126,23
"ENSMUSG00000024833.16",878,860,898,239,202,157,451,472,523,215,339,290,129,307,161,116
"ENSMUSG00000037451.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024942.20",1037,1017,1095,405,417,290,966,901,965,233,335,392,342,587,466,181
"ENSMUSG00000024807.19",6049,7357,3165,1368,1140,1367,2797,2973,2870,1426,3330,1506,2221,1329,1743,789
"ENSMUSG00000007338.11",759,836,1016,693,794,677,1274,1109,1138,310,285,449,563,678,289,314
"ENSMUSG00000038274.14",4986,5106,7378,5329,6680,3625,6620,6111,7008,2454,2539,4580,4385,5762,9892,4152
"ENSMUSG00000075227.7",450,443,457,421,479,336,371,307,385,357,262,269,272,322,1001,408
"ENSMUSG00000024799.17",3316,4314,3407,3013,4478,3324,4018,4824,4094,1765,2527,5294,4613,4027,2964,1763
"ENSMUSG00000024797.15",1078,1166,744,425,460,380,622,577,588,285,468,396,435,436,382,277
"ENSMUSG00000100621.3",8,2,12,0,1,2,2,3,2,1,0,2,2,4,0,0
"ENSMUSG00000047733.11",49,41,32,1,3,0,9,6,1,13,25,0,2,0,0,1
"ENSMUSG00000024792.10",577,649,206,260,293,210,513,456,471,239,321,363,277,293,222,182
"ENSMUSG00000024791.11",12,13,32,5,3,6,13,7,13,1,1,7,16,50,0,4
"ENSMUSG00000117666.2",1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054999.3",15,14,8,1,0,0,1,0,2,0,0,0,0,2,0,0
"ENSMUSG00000024790.9",153,142,127,136,145,95,130,136,196,91,86,92,106,183,199,72
"ENSMUSG00000024787.15",553,691,399,274,257,215,424,359,422,283,360,277,316,336,259,163
"ENSMUSG00000024944.7",325,393,299,163,159,71,185,190,209,275,304,95,127,192,211,129
"ENSMUSG00000039699.15",52,40,28,30,26,9,65,46,51,17,10,20,20,36,20,7
"ENSMUSG00000024786.10",10,0,10,2,1,0,2,4,1,0,2,0,0,5,0,0
"ENSMUSG00000024784.14",5,12,3,0,0,0,1,0,0,0,2,0,0,6,6,0
"ENSMUSG00000024777.11",569,586,310,184,127,178,322,226,342,182,311,185,259,288,210,124
"ENSMUSG00000024773.16",4000,4500,2495,1099,951,889,2048,1939,1796,1051,1898,821,670,902,2512,1266
"ENSMUSG00000024772.10",2051,2090,1755,1239,1401,1234,1607,1454,1503,375,313,1061,1123,1445,967,571
"ENSMUSG00000024769.8",1996,2188,896,458,339,383,779,647,639,537,956,371,247,440,539,271
"ENSMUSG00000024947.18",1293,1389,771,535,532,489,1271,1009,1085,408,539,437,484,556,552,270
"ENSMUSG00000024948.16",2160,2108,1374,413,268,304,962,768,776,921,1624,357,382,470,640,299
"ENSMUSG00000024949.18",8092,9186,6754,2152,1820,1680,5006,6032,5835,3367,5820,1717,1847,1755,1193,707
"ENSMUSG00000032648.15",163,174,107,36,33,36,74,58,80,24,50,23,18,20,15,13
"ENSMUSG00000032946.17",2630,2706,1420,351,252,167,945,754,817,778,1066,526,771,843,623,424
"ENSMUSG00000033768.18",211,275,96,47,39,19,72,93,105,81,163,53,23,34,21,6
"ENSMUSG00000061742.13",3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000118668.1",529,459,382,209,223,168,284,251,209,81,151,153,151,298,276,139
"ENSMUSG00000047810.10",472,473,501,86,44,36,146,116,161,78,144,89,127,366,94,23
"ENSMUSG00000024953.18",4361,4919,3778,3555,4541,2821,6338,5806,6189,2097,1291,3265,4021,4904,3716,1931
"ENSMUSG00000038812.17",415,504,305,651,667,474,918,907,987,420,456,492,538,625,753,343
"ENSMUSG00000024955.16",1141,1215,942,493,601,491,793,751,546,1109,1670,753,535,1037,1275,444
"ENSMUSG00000050623.6",18,17,13,1,4,4,6,2,4,3,8,0,6,2,11,1
"ENSMUSG00000024957.10",37,39,29,3,2,3,16,13,5,29,44,1,13,18,6,7
"ENSMUSG00000024958.14",866,964,645,364,433,401,621,561,681,832,1224,363,422,350,499,255
"ENSMUSG00000024959.15",501,506,403,319,347,288,405,399,440,211,220,369,398,468,634,308
"ENSMUSG00000024960.10",2209,2253,1179,661,515,515,1186,1086,1237,510,920,442,418,616,447,373
"ENSMUSG00000056612.8",505,557,380,350,352,226,375,336,380,357,437,221,267,223,841,256
"ENSMUSG00000056629.17",2468,3005,2543,1284,1669,933,2206,1834,2019,1691,1828,1270,1433,1457,1060,474
"ENSMUSG00000024962.14",571,578,375,289,378,240,779,639,804,330,414,276,175,248,265,230
"ENSMUSG00000024963.13",442,532,256,254,252,157,572,461,454,228,373,207,218,241,433,190
"ENSMUSG00000037349.10",400,383,242,186,193,111,252,198,178,179,274,266,225,258,221,130
"ENSMUSG00000047656.10",256,263,150,67,80,47,134,132,103,112,248,104,65,65,71,65
"ENSMUSG00000024965.10",656,623,933,173,98,90,359,282,374,171,173,191,291,843,296,66
"ENSMUSG00000024966.10",3662,3999,5823,1293,1340,1453,3414,2740,2904,700,655,1640,2545,1732,1410,805
"ENSMUSG00000036278.8",1713,1817,779,1341,1740,876,2205,1954,1975,584,460,725,604,761,894,1121
"ENSMUSG00000047787.9",1087,1124,639,11,3,6,13,11,14,13,15,5,5,11,28,7
"ENSMUSG00000024767.12",1294,1448,1103,868,872,644,1333,1211,1277,560,693,697,758,813,1391,678
"ENSMUSG00000035885.6",1848,2768,968,3887,4737,3507,6761,7313,7454,2043,1015,2845,3411,3449,4582,2518
"ENSMUSG00000024764.11",664,803,849,267,259,286,474,484,491,281,379,273,228,292,210,137
"ENSMUSG00000024968.15",14,20,14,7,1,0,6,3,3,3,4,0,1,12,0,1
"ENSMUSG00000024969.16",2362,2262,1482,398,336,342,936,923,965,538,898,395,442,556,343,227
"ENSMUSG00000024970.6",278,275,220,71,51,37,94,109,112,77,166,38,50,71,63,21
"ENSMUSG00000053080.11",536,680,395,68,56,48,221,230,285,240,295,38,44,67,61,33
"ENSMUSG00000024758.16",3621,3953,5577,2194,2077,2105,3653,3870,4751,721,675,1497,1870,2174,1429,875
"ENSMUSG00000024759.15",9213,8807,20299,2154,2142,2944,6959,7786,8081,1625,2643,1558,2003,2274,862,755
"ENSMUSG00000060675.14",517,523,612,335,350,229,761,672,744,200,127,224,285,503,95,213
"ENSMUSG00000024972.17",0,2,9,1,0,0,0,0,0,0,3,0,0,0,0,0
"ENSMUSG00000024973.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024757.8",2,0,0,0,0,0,158,229,177,0,0,0,2,0,0,0
"ENSMUSG00000053303.15",6416,5590,11543,3794,3310,5347,9658,12416,12771,2627,2811,5414,7387,8580,688,1163
"ENSMUSG00000067656.14",3060,2602,3096,1261,1094,1026,4329,4877,5725,542,1019,1521,2481,2091,347,308
"ENSMUSG00000063590.4",2617,2788,3454,546,564,1060,2993,3719,3370,339,618,824,1262,1364,215,346
"ENSMUSG00000075044.15",585,446,294,178,183,258,2036,2237,2561,92,256,187,419,312,88,69
"ENSMUSG00000052562.16",10915,12566,23975,2564,3169,3996,6763,8409,7629,4145,7768,2329,3217,3490,634,1194
"ENSMUSG00000063796.10",3,1,5,1,1,1,3,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024650.6",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000032773.10",155,141,93,17,32,19,148,69,61,16,14,19,9,6,11,20
"ENSMUSG00000010095.14",2469,2682,1997,1374,1216,1361,1867,1807,2399,597,609,839,977,1241,1530,824
"ENSMUSG00000042729.12",622,667,662,367,368,320,480,407,533,252,377,383,476,419,353,226
"ENSMUSG00000090840.3",27,31,21,2,1,1,3,3,7,0,6,0,0,4,0,2
"ENSMUSG00000010110.18",3038,3474,4568,1098,912,808,2004,2148,2359,1010,1810,1024,1235,1144,899,716
"ENSMUSG00000010097.16",3713,3957,4174,1035,714,718,2458,2500,3100,2483,4429,1126,1328,1517,728,589
"ENSMUSG00000117924.2",495,532,651,377,698,470,441,492,512,333,344,458,522,728,514,178
"ENSMUSG00000118346.2",361,426,431,310,318,298,689,708,819,313,347,236,254,301,410,287
"ENSMUSG00000003680.17",344,367,375,96,85,101,116,103,136,128,118,110,88,98,94,84
"ENSMUSG00000071662.5",236,245,374,307,352,252,492,379,434,121,125,208,314,347,103,137
"ENSMUSG00000071661.8",42,23,45,6,3,9,15,15,17,5,10,0,12,21,21,2
"ENSMUSG00000071660.11",810,872,1619,234,203,304,988,1095,1135,309,289,275,365,483,176,127
"ENSMUSG00000071659.5",6238,6858,8080,2063,1657,1988,3377,3306,3375,1284,1836,1515,2037,2397,760,560
"ENSMUSG00000118124.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000071658.6",23,25,38,1,1,2,2,2,6,0,5,0,1,0,6,0
"ENSMUSG00000071657.13",911,1041,651,1087,1270,835,1458,1293,1414,530,630,832,914,819,1632,842
"ENSMUSG00000071656.8",3,6,7,3,1,2,6,2,12,1,2,1,0,0,0,0
"ENSMUSG00000071655.13",3984,4567,3223,2751,3106,2508,3760,3770,5733,1246,1452,1261,1489,1575,2852,1829
"ENSMUSG00000071654.7",791,847,456,447,632,371,579,512,548,660,463,451,437,545,1046,444
"ENSMUSG00000096740.9",121,89,264,37,24,58,66,91,100,57,61,32,72,41,4,8
"ENSMUSG00000116166.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000071653.10",25,40,30,1,3,1,8,5,17,13,31,26,32,36,0,0
"ENSMUSG00000116347.2",0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0
"ENSMUSG00000071652.9",397,441,377,329,236,259,328,345,451,162,250,292,267,311,245,122
"ENSMUSG00000071650.7",9724,11772,11049,5308,4232,4908,8274,8812,8215,3009,4697,4460,5636,4852,5004,2372
"ENSMUSG00000071649.7",1631,1641,1623,887,881,914,1058,1082,1640,784,1419,508,637,588,1305,472
"ENSMUSG00000071648.5",85,126,120,84,79,59,60,70,87,33,38,82,90,67,132,41
"ENSMUSG00000071647.6",1494,1495,1039,580,495,405,677,657,933,731,1170,417,389,565,554,245
"ENSMUSG00000071646.10",2856,3070,3730,1213,1010,1088,1903,1964,2189,833,1283,989,1084,1416,971,672
"ENSMUSG00000071645.7",1092,1007,898,355,302,320,446,419,637,455,766,284,308,307,330,181
"ENSMUSG00000071644.11",4596,5297,8867,4436,4572,4040,5885,5719,5439,909,1049,3331,4173,4018,3096,2129
"ENSMUSG00000069833.14",7678,8529,18371,385,224,208,664,689,640,1121,1053,205,420,1089,223,166
"ENSMUSG00000024653.3",4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024654.9",622,725,1002,560,512,373,746,888,726,128,116,366,362,322,235,159
"ENSMUSG00000096872.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024660.10",247,241,374,58,36,23,116,88,105,29,65,79,78,162,15,22
"ENSMUSG00000024661.8",25478,35649,24248,24617,35216,23385,53012,48059,56666,8138,4949,20096,22046,27540,21577,15694
"ENSMUSG00000037418.7",14,22,39,0,0,0,2,3,5,0,4,0,0,0,0,1
"ENSMUSG00000024663.21",646,603,670,119,99,90,378,266,337,82,132,184,147,293,82,74
"ENSMUSG00000024664.6",4649,5144,4447,575,277,203,997,1404,929,875,1065,514,208,263,363,213
"ENSMUSG00000024665.9",22183,28931,33530,18231,18243,13179,29321,39426,26668,3904,4404,17795,14033,11336,18928,7325
"ENSMUSG00000010663.6",24846,30126,28984,16404,16686,15435,28669,31650,26637,3892,3384,15307,15190,10484,8899,5087
"ENSMUSG00000024742.16",19,33,27,6,2,6,3,2,4,0,1,14,28,39,2,1
"ENSMUSG00000036372.15",655,777,364,607,482,312,723,776,850,286,286,633,867,781,482,149
"ENSMUSG00000036098.16",3290,3437,1577,799,828,920,1736,1600,1726,703,1285,865,736,679,977,548
"ENSMUSG00000035735.11",227,226,112,30,17,20,108,110,88,85,134,10,33,47,33,9
"ENSMUSG00000024743.17",263,269,91,19,4,19,95,98,85,180,167,23,29,26,31,12
"ENSMUSG00000090291.4",0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000035179.5",32,19,9,5,3,2,6,9,7,16,28,0,2,0,0,2
"ENSMUSG00000024668.9",986,1142,2413,536,591,482,901,946,1012,270,276,556,697,602,654,293
"ENSMUSG00000034820.5",2917,3005,3531,617,434,474,1614,1870,1968,1514,2871,637,619,754,380,266
"ENSMUSG00000024667.13",139,151,207,77,93,62,124,141,165,73,52,58,73,94,50,48
"ENSMUSG00000024666.7",51,56,60,32,46,30,72,78,103,29,66,19,26,30,1,14
"ENSMUSG00000034445.9",917,963,1140,491,401,416,649,832,985,448,656,344,395,402,512,276
"ENSMUSG00000034371.10",14439,16707,19222,9732,12033,5072,10342,13261,12770,3900,5902,11307,20595,11074,9126,3472
"ENSMUSG00000024740.11",7618,9135,11101,5377,4295,4087,7847,7893,7348,1268,1706,4199,5382,5043,3564,2624
"ENSMUSG00000043789.9",4170,5137,2417,788,948,646,2000,2446,2022,1816,3067,829,670,986,696,550
"ENSMUSG00000024738.7",7,19,2,0,2,0,0,1,0,0,0,0,2,5,0,1
"ENSMUSG00000048832.10",701,845,418,271,221,203,549,593,592,217,406,222,228,364,311,149
"ENSMUSG00000024669.9",57,55,145,26,7,2,31,22,22,10,6,0,22,24,0,1
"ENSMUSG00000024670.18",81,60,276,26,5,7,25,17,26,8,23,0,13,37,29,2
"ENSMUSG00000024737.3",560,677,399,184,128,137,493,473,583,34,20,144,279,734,507,92
"ENSMUSG00000024736.16",231,180,73,57,33,23,164,179,201,59,43,48,53,121,94,15
"ENSMUSG00000034659.15",780,859,583,631,620,567,951,954,973,162,133,591,514,572,646,343
"ENSMUSG00000024735.14",3567,3767,4216,2458,2649,2138,3353,2963,3278,604,768,2002,2627,2300,1464,1191
"ENSMUSG00000024734.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034117.4",3,5,12,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024732.8",631,611,583,275,194,210,283,287,282,132,150,406,485,476,420,120
"ENSMUSG00000024731.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067571.5",0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094584.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024730.8",59,43,32,41,23,29,94,76,121,6,1,22,84,230,31,2
"ENSMUSG00000024729.8",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024728.14",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000057240.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101031.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024673.10",154,190,3441,49,13,30,145,66,142,71,66,26,73,167,11,3
"ENSMUSG00000054523.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099398.2",40,19,68,1,0,0,15,14,13,21,19,4,0,30,2,3
"ENSMUSG00000024672.12",69,70,310,17,1,8,82,77,113,17,18,59,47,380,23,12
"ENSMUSG00000101389.2",7,8,36,3,1,3,4,6,5,11,2,2,11,74,0,0
"ENSMUSG00000024675.20",65,49,652,21,10,8,43,38,66,28,15,33,35,152,5,2
